date,gc_cal|gc_cal|2m|ez1.5|xz0.3|mh20|cb0.08
2018-05-04,0.0
2018-05-05,0.0
2018-05-06,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-12,0.0
2018-05-13,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.0
2018-06-02,0.0
2018-06-03,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,0.0
2018-06-09,0.0
2018-06-10,0.0
2018-06-11,0.0
2018-06-12,0.0
2018-06-13,0.0
2018-06-14,0.0
2018-06-15,0.0
2018-06-16,0.0
2018-06-17,0.0
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-23,0.0
2018-06-24,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,0.0
2018-06-28,0.0
2018-06-29,0.0
2018-06-30,0.0
2018-07-01,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-04,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-07,0.0
2018-07-08,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,0.0
2018-07-15,0.0
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-07-19,0.0
2018-07-20,0.0
2018-07-21,0.0
2018-07-22,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-07-28,0.0
2018-07-29,0.0
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-04,0.0
2018-08-05,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-11,0.0
2018-08-12,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,0.0
2018-08-18,0.0
2018-08-19,0.0
2018-08-20,0.0
2018-08-21,0.0
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-25,0.0
2018-08-26,0.0
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,0.0
2018-09-01,0.0
2018-09-02,0.0
2018-09-03,0.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,0.0
2018-09-08,0.0
2018-09-09,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,0.0
2018-09-15,0.0
2018-09-16,0.0
2018-09-17,0.0
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,0.0
2018-09-22,0.0
2018-09-23,0.0
2018-09-24,0.0
2018-09-25,0.0
2018-09-26,0.0
2018-09-27,0.0
2018-09-28,0.0
2018-09-29,0.0
2018-09-30,0.0
2018-10-01,-0.08
2018-10-02,0.12092893165568024
2018-10-03,-0.07446919873555072
2018-10-04,-0.25899106953416745
2018-10-05,-0.2049522960108497
2018-10-06,-0.034599252803010586
2018-10-07,-0.034599252803010586
2018-10-08,-0.213242711032926
2018-10-09,-0.004259008233360638
2018-10-10,-0.014887642301792549
2018-10-11,0.10866879446457084
2018-10-12,0.11713843997259038
2018-10-13,-0.034134909312037276
2018-10-14,-0.034134909312037276
2018-10-15,-0.15845231937171966
2018-10-16,0.1799309990662465
2018-10-17,-0.06976394472527855
2018-10-18,-0.21454015018199582
2018-10-19,0.15905094786109597
2018-10-20,-0.03394877446024901
2018-10-21,-0.11394877446024901
2018-10-22,0.0
2018-10-23,-0.08
2018-10-24,-0.11165867849972841
2018-10-25,-0.27424164923301164
2018-10-26,0.2472682280404973
2018-10-27,-0.04183113388431659
2018-10-28,-0.04183113388431659
2018-10-29,-0.1427015497562245
2018-10-30,0.1790335019897066
2018-10-31,0.33509670087710464
2018-11-01,-0.00918863398952955
2018-11-02,-0.3510537971987177
2018-11-03,-0.04122878263773506
2018-11-04,-0.04122878263773506
2018-11-05,-0.3015678185238584
2018-11-06,-0.11604566011781639
2018-11-07,-0.01243007002297504
2018-11-08,-0.08670421480566155
2018-11-09,0.002970511382195902
2018-11-10,-0.04207136987185061
2018-11-11,-0.04207136987185061
2018-11-12,0.06777042848169386
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,-0.08
2018-11-16,0.30807308548876927
2018-11-17,-0.041576007871724156
2018-11-18,-0.041576007871724156
2018-11-19,0.48595599744590784
2018-11-20,-0.0887339011877395
2018-11-21,0.040210047963080996
2018-11-22,-0.040026500303648994
2018-11-23,-0.34683660749439094
2018-11-24,-0.04087638979725216
2018-11-25,-0.04087638979725216
2018-11-26,-1.0516207573799121
2018-11-27,-0.6648798754957753
2018-11-28,0.8412959520882533
2018-11-29,-0.28653315154018083
2018-11-30,1.159674572392545
2018-12-01,-0.040282365491625116
2018-12-02,-0.040282365491625116
2018-12-03,-0.059497180678945126
2018-12-04,0.04142924126324413
2018-12-05,-0.4129223424269086
2018-12-06,0.0
2018-12-07,0.0
2018-12-08,0.0
2018-12-09,0.0
2018-12-10,0.0
2018-12-11,0.0
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-15,0.0
2018-12-16,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-22,0.0
2018-12-23,0.0
2018-12-24,0.0
2018-12-25,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-29,0.0
2018-12-30,0.0
2018-12-31,0.0
2019-01-01,0.0
2019-01-02,0.0
2019-01-03,0.0
2019-01-04,0.0
2019-01-05,0.0
2019-01-06,0.0
2019-01-07,0.0
2019-01-08,0.0
2019-01-09,0.0
2019-01-10,-0.08
2019-01-11,-0.01790394054713188
2019-01-12,-0.04337510925927083
2019-01-13,-0.04337510925927083
2019-01-14,-0.2584661472779906
2019-01-15,0.3952026510121576
2019-01-16,0.021664687614855037
2019-01-17,0.176318542354362
2019-01-18,0.08197188691709616
2019-01-19,-0.04162625176085773
2019-01-20,-0.04162625176085773
2019-01-21,-0.04162625176085773
2019-01-22,0.4444934835430503
2019-01-23,-0.2717497758178236
2019-01-24,0.1496464319142012
2019-01-25,0.16517520314473244
2019-01-26,-0.0398235230369297
2019-01-27,-0.0398235230369297
2019-01-28,-0.21943425460618296
2019-01-29,-0.2095532154016979
2019-01-30,1.525328603769197
2019-01-31,0.0
2019-02-01,0.0
2019-02-02,0.0
2019-02-03,0.0
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,0.0
2019-02-08,0.0
2019-02-09,0.0
2019-02-10,0.0
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,0.0
2019-02-15,0.0
2019-02-16,0.0
2019-02-17,0.0
2019-02-18,0.0
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,0.0
2019-02-22,0.0
2019-02-23,0.0
2019-02-24,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-02,0.0
2019-03-03,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,-0.08
2019-03-08,0.11776728060885006
2019-03-09,-0.04370019319398872
2019-03-10,-0.04370019319398872
2019-03-11,0.33001454221531784
2019-03-12,0.27606747390335196
2019-03-13,-0.14641735116124144
2019-03-14,0.2638468693720761
2019-03-15,0.6722949831214978
2019-03-16,0.0
2019-03-17,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,0.0
2019-03-23,0.0
2019-03-24,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-03-28,0.0
2019-03-29,0.0
2019-03-30,0.0
2019-03-31,0.0
2019-04-01,0.0
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,0.0
2019-04-05,0.0
2019-04-06,0.0
2019-04-07,0.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,0.0
2019-04-13,0.0
2019-04-14,0.0
2019-04-15,0.0
2019-04-16,0.0
2019-04-17,0.0
2019-04-18,0.0
2019-04-19,0.0
2019-04-20,0.0
2019-04-21,0.0
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,0.0
2019-04-27,0.0
2019-04-28,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-04,0.0
2019-05-05,0.0
2019-05-06,0.0
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,0.0
2019-05-11,0.0
2019-05-12,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-18,0.0
2019-05-19,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-25,0.0
2019-05-26,0.0
2019-05-27,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0
2019-06-01,0.0
2019-06-02,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-08,0.0
2019-06-09,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-15,0.0
2019-06-16,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,0.0
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,0.0
2019-06-29,0.0
2019-06-30,0.0
2019-07-01,0.0
2019-07-02,0.0
2019-07-03,0.0
2019-07-04,0.0
2019-07-05,0.0
2019-07-06,0.0
2019-07-07,0.0
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-13,0.0
2019-07-14,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,0.0
2019-07-27,0.0
2019-07-28,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-03,0.0
2019-08-04,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-10,0.0
2019-08-11,0.0
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,0.0
2019-08-20,-0.08
2019-08-21,0.23714371964690922
2019-08-22,0.2979569004583373
2019-08-23,-0.20494433524443373
2019-08-24,0.034310025389417784
2019-08-25,0.034310025389417784
2019-08-26,0.2381934684445064
2019-08-27,-0.2828026731856863
2019-08-28,0.2545640012921521
2019-08-29,0.33489482052236497
2019-08-30,0.09843656011616947
2019-08-31,0.035612139287980286
2019-09-01,0.035612139287980286
2019-09-02,0.035612139287980286
2019-09-03,-0.38249661917633593
2019-09-04,0.19610488271600998
2019-09-05,0.5266170422772527
2019-09-06,0.12301822750542141
2019-09-07,0.036504139007761345
2019-09-08,0.036504139007761345
2019-09-09,0.1992646423029827
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-14,0.0
2019-09-15,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-28,0.0
2019-09-29,0.0
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-12,0.0
2019-10-13,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-19,0.0
2019-10-20,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-26,0.0
2019-10-27,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-02,0.0
2019-11-03,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-09,0.0
2019-11-10,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-16,0.0
2019-11-17,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-23,0.0
2019-11-24,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-28,0.0
2019-11-29,0.0
2019-11-30,0.0
2019-12-01,0.0
2019-12-02,-0.08
2019-12-03,0.1083035645668504
2019-12-04,-0.12694256104989987
2019-12-05,0.19102840358916637
2019-12-06,0.33671855245204746
2019-12-07,0.02873080068240374
2019-12-08,0.02873080068240374
2019-12-09,0.030146845332995546
2019-12-10,0.00612430686165177
2019-12-11,-0.019747780848239457
2019-12-12,0.047430820177885046
2019-12-13,0.14977241180118578
2019-12-14,0.02892598275225655
2019-12-15,0.02892598275225655
2019-12-16,-0.14942127828046337
2019-12-17,0.39428297826827785
2019-12-18,-0.1404038940076014
2019-12-19,-0.19399354527944787
2019-12-20,0.23578657704048187
2019-12-21,0.028931842563738736
2019-12-22,-0.051068157436261266
2019-12-23,-0.08
2019-12-24,0.11042641186884601
2019-12-25,0.03266383730255247
2019-12-26,0.15993035132383093
2019-12-27,0.2054900140932794
2019-12-28,0.03349414243272422
2019-12-29,0.03349414243272422
2019-12-30,0.029513046219692862
2019-12-31,0.3994939393165339
2020-01-01,0.03449699486662485
2020-01-02,-0.006251042391574674
2020-01-03,0.037156853652166
2020-01-04,0.034391800121408266
2020-01-05,0.034391800121408266
2020-01-06,-0.09539734663967396
2020-01-07,-0.20321811231103004
2020-01-08,0.33834536096169016
2020-01-09,0.08111228197182807
2020-01-10,-0.011750827773953455
2020-01-11,0.03422205660436902
2020-01-12,-0.04577794339563098
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,-0.08
2020-01-16,-0.1369380793184345
2020-01-17,0.3505824596794018
2020-01-18,0.03367453238566707
2020-01-19,0.03367453238566707
2020-01-20,0.03367453238566707
2020-01-21,0.05240205973545789
2020-01-22,0.043111827361283626
2020-01-23,-0.0339658666558435
2020-01-24,0.17808568739135705
2020-01-25,0.03396515714006883
2020-01-26,0.03396515714006883
2020-01-27,-0.008787359343768113
2020-01-28,-0.4916563439915588
2020-01-29,-0.7513231157603855
2020-01-30,0.13316823033011838
2020-01-31,-1.3982331177383767
2020-02-01,-0.08
2020-02-02,0.02392547786073637
2020-02-03,1.581823382846676
2020-02-04,0.2045478804421084
2020-02-05,-0.019716053588745595
2020-02-06,-0.19290661358878547
2020-02-07,0.00615331842163129
2020-02-08,0.027921126942087707
2020-02-09,0.027921126942087707
2020-02-10,0.1621079704120365
2020-02-11,-0.08470909060043753
2020-02-12,-0.15564471218367207
2020-02-13,-0.0177549830957893
2020-02-14,-0.36466913326452216
2020-02-15,0.026259961419777843
2020-02-16,0.026259961419777843
2020-02-17,0.026259961419777843
2020-02-18,0.26560463175627613
2020-02-19,-0.02252322088189257
2020-02-20,-0.025128090786166072
2020-02-21,-0.052600513742022015
2020-02-22,-0.08
2020-02-23,0.029811100420233484
2020-02-24,-0.14863232174169044
2020-02-25,0.19993345056334555
2020-02-26,0.07494946181576141
2020-02-27,-0.1524006851825785
2020-02-28,-0.6285581255660316
2020-02-29,0.02758686346017111
2020-03-01,0.02758686346017111
2020-03-02,-0.9152101739020213
2020-03-03,-0.6990657600666101
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-07,0.0
2020-03-08,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-14,-0.08
2020-03-15,-0.0743327212038122
2020-03-16,-0.08
2020-03-17,0.031227564000110078
2020-03-18,-0.08
2020-03-19,0.1837277363942027
2020-03-20,-0.08
2020-03-21,0.010337444203610843
2020-03-22,0.010337444203610843
2020-03-23,1.4283953919245183
2020-03-24,-2.8328268774966134
2020-03-25,-0.08
2020-03-26,7.069137983725248
2020-03-27,-0.08
2020-03-28,-0.09018119983099057
2020-03-29,-0.08
2020-03-30,0.5336043406871313
2020-03-31,-0.08
2020-04-01,0.9170236639793836
2020-04-02,-0.08
2020-04-03,-0.014609195974673563
2020-04-04,-4.0468686910453085e-05
2020-04-05,-4.0468686910453085e-05
2020-04-06,-0.1860759432547019
2020-04-07,-0.08
2020-04-08,0.02683675451529077
2020-04-09,-0.011739704249852668
2020-04-10,-0.00012569381966968365
2020-04-11,-0.00012569381966968365
2020-04-12,-0.00012569381966968365
2020-04-13,0.012996972160828044
2020-04-14,0.06427951349147933
2020-04-15,0.033264356505648844
2020-04-16,0.03330730746953679
2020-04-17,-0.011197874749261668
2020-04-18,0.00024085149622599095
2020-04-19,0.00024085149622599095
2020-04-20,0.006250593066487877
2020-04-21,0.041937378917275045
2020-04-22,0.06836065774864417
2020-04-23,0.019266121013330504
2020-04-24,0.04768797531965497
2020-04-25,0.0007435025525793959
2020-04-26,0.0007435025525793959
2020-04-27,-0.02468908157814302
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,-0.08
2020-05-09,-0.009250444597779359
2020-05-10,-0.009250444597779359
2020-05-11,-0.19976529558447714
2020-05-12,0.7477322207564671
2020-05-13,0.007826579336482163
2020-05-14,-0.1500457322778839
2020-05-15,-0.11090775903771995
2020-05-16,-0.008316326370388165
2020-05-17,-0.008316326370388165
2020-05-18,-0.20212723197472848
2020-05-19,0.011652789469947803
2020-05-20,-0.3056712531447769
2020-05-21,-0.46310599127241525
2020-05-22,-0.8391297823661467
2020-05-23,-0.08
2020-05-24,-0.09340886495052557
2020-05-25,-0.08
2020-05-26,-1.3938005056921756
2020-05-27,-0.08
2020-05-28,0.24757083391149498
2020-05-29,0.08243377979137623
2020-05-30,-0.009271882177672278
2020-05-31,-0.009271882177672278
2020-06-01,1.3629172146934867
2020-06-02,-0.13730437901233697
2020-06-03,-0.5027556570012104
2020-06-04,0.163294041365846
2020-06-05,-0.16429244074241642
2020-06-06,-0.007176618607129633
2020-06-07,-0.007176618607129633
2020-06-08,0.1415908116667904
2020-06-09,0.0854998400524278
2020-06-10,0.12882517019970513
2020-06-11,0.1762234036662021
2020-06-12,0.014057629831899853
2020-06-13,-0.005574375124422364
2020-06-14,-0.005574375124422364
2020-06-15,-0.0063702746037141295
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,0.0
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,-0.08
2020-07-09,-0.28357641848883275
2020-07-10,0.023947438920492153
2020-07-11,-0.019223003638974872
2020-07-12,-0.019223003638974872
2020-07-13,0.02744584186378952
2020-07-14,0.7835589592428248
2020-07-15,-0.11616921397988164
2020-07-16,0.39272624873892886
2020-07-17,0.2670967785579104
2020-07-18,-0.015225770851395665
2020-07-19,-0.015225770851395665
2020-07-20,0.4591464189368989
2020-07-21,0.10776444646789135
2020-07-22,-0.789800034500568
2020-07-23,-0.23068991484555612
2020-07-24,-0.18543839807015186
2020-07-25,-0.01678881821986555
2020-07-26,-0.01678881821986555
2020-07-27,1.1282263043181635
2020-07-28,0.973359624559539
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-08,0.0
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.0
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.0
2020-09-15,0.0
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,0.0
2020-09-24,0.0
2020-09-25,0.0
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-09,0.0
2020-10-10,0.0
2020-10-11,0.0
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,0.0
2020-10-25,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.0
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
2020-11-07,0.0
2020-11-08,0.0
2020-11-09,0.0
2020-11-10,0.0
2020-11-11,0.0
2020-11-12,0.0
2020-11-13,0.0
2020-11-14,0.0
2020-11-15,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-18,0.0
2020-11-19,0.0
2020-11-20,0.0
2020-11-21,0.0
2020-11-22,0.0
2020-11-23,0.0
2020-11-24,0.0
2020-11-25,0.0
2020-11-26,0.0
2020-11-27,0.0
2020-11-28,0.0
2020-11-29,0.0
2020-11-30,0.0
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,0.0
2020-12-04,0.0
2020-12-05,0.0
2020-12-06,0.0
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,0.0
2020-12-10,0.0
2020-12-11,0.0
2020-12-12,0.0
2020-12-13,0.0
2020-12-14,0.0
2020-12-15,0.0
2020-12-16,0.0
2020-12-17,0.0
2020-12-18,0.0
2020-12-19,0.0
2020-12-20,0.0
2020-12-21,0.0
2020-12-22,0.0
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-26,0.0
2020-12-27,0.0
2020-12-28,0.0
2020-12-29,0.0
2020-12-30,0.0
2020-12-31,0.0
2021-01-01,0.0
2021-01-02,0.0
2021-01-03,0.0
2021-01-04,0.0
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,0.0
2021-01-15,0.0
2021-01-16,0.0
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-23,0.0
2021-01-24,0.0
2021-01-25,0.0
