date,pnl_bp
2018-05-06,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-12,0.0
2018-05-13,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.0940354818272681
2018-06-02,-0.0018263277228808
2018-06-03,-0.0018263277228808
2018-06-04,0.0953211382460889
2018-06-05,-0.0094963370710683
2018-06-06,0.0209128290978668
2018-06-07,-0.0039366435228111
2018-06-08,0.039880814769629
2018-06-09,-0.0059984037515862
2018-06-10,-0.0009620883324219
2018-06-11,0.0867012367912926
2018-06-12,-0.0264138909017001
2018-06-13,0.0383339002309585
2018-06-14,0.0266751829612594
2018-06-15,-0.0327893991682432
2018-06-16,-8.822222171984279e-05
2018-06-17,-8.822222171984279e-05
2018-06-18,-0.0005413407714728
2018-06-19,0.0294742219766029
2018-06-20,-0.0643113650511315
2018-06-21,0.0070707269218094
2018-06-22,0.0049225114761257
2018-06-23,-0.001040993779143
2018-06-24,-0.001040993779143
2018-06-25,0.1053034856134672
2018-06-26,0.0355776886524366
2018-06-27,-0.0508928361617762
2018-06-28,-0.022346502095571
2018-06-29,0.0393035444601411
2018-06-30,-0.002186087159256
2018-07-01,-0.0012171537480768
2018-07-02,0.0791856400421443
2018-07-03,-0.0266607825388562
2018-07-04,0.008231218836552
2018-07-05,0.0242582775473248
2018-07-06,0.005237517737429
2018-07-07,-0.0008337051695336
2018-07-08,-0.0008337051695336
2018-07-09,0.0172691261357884
2018-07-10,0.0069116034111282
2018-07-11,-0.0183730675164289
2018-07-12,0.0277820327102417
2018-07-13,-0.0388430360815748
2018-07-14,-0.0008373921164864
2018-07-15,-0.0008373921164864
2018-07-16,0.0250965269507843
2018-07-17,0.0100468174145435
2018-07-18,0.0002193415054033
2018-07-19,0.0347435115936236
2018-07-20,-0.0059463477186147
2018-07-21,0.0003109296704394
2018-07-22,-0.0068917962706602
2018-07-23,-0.0114127496747679
2018-07-24,0.1026984684390944
2018-07-25,-0.0112947361270662
2018-07-26,0.0436296930367549
2018-07-27,-0.0031143646704516
2018-07-28,0.0001766462242576
2018-07-29,0.0001766462242576
2018-07-30,-0.0048068479148058
2018-07-31,-0.0005126429843032
2018-08-01,-0.0056234579829181
2018-08-02,0.0700139913870728
2018-08-03,-0.0029861090384629
2018-08-04,0.0001933030551777
2018-08-05,0.0001933030551777
2018-08-06,-0.0447335814379631
2018-08-07,0.0264830570280344
2018-08-08,0.0325018136949546
2018-08-09,-0.0329923907869283
2018-08-10,-0.0216675932800509
2018-08-11,-0.0003613915243169
2018-08-12,-0.0003613915243169
2018-08-13,0.0280221129677193
2018-08-14,0.0155839341714705
2018-08-15,0.0071099441791317
2018-08-16,0.0275491982782382
2018-08-17,0.0117011448717393
2018-08-18,-7.076085187338837e-05
2018-08-19,-7.076085187338837e-05
2018-08-20,-0.045228187880703
2018-08-21,0.0058700744152253
2018-08-22,-0.0081474036061931
2018-08-23,-0.1186967222748615
2018-08-24,-0.0116578494375767
2018-08-25,-0.0005601900648689
2018-08-26,-0.0005601900648689
2018-08-27,-0.0081508133559501
2018-08-28,0.1430317368860235
2018-08-29,-0.020390021771045
2018-08-30,0.0311896125127511
2018-08-31,0.0127613463693662
2018-09-01,0.0001042945769784
2018-09-02,0.0001042945769784
2018-09-03,-0.0147543872300616
2018-09-04,-0.0054055184212384
2018-09-05,-0.0026074472531224
2018-09-06,0.0269041378129485
2018-09-07,0.000172113190925
2018-09-08,0.0002065249936843
2018-09-09,0.0002065249936843
2018-09-10,0.0019922119625078
2018-09-11,-0.024264140675901
2018-09-12,-0.0037880005382298
2018-09-13,-0.0208177466358779
2018-09-14,-0.0126143065055228
2018-09-15,0.0003428065046834
2018-09-16,0.0003428065046834
2018-09-17,0.0132609619160954
2018-09-18,-0.1192818866677748
2018-09-19,-0.0150096436937119
2018-09-20,0.1052787844656984
2018-09-21,-0.0759723026734
2018-09-22,-0.0004786040277898
2018-09-23,-0.0004786040277898
2018-09-24,0.3015772931138809
2018-09-25,0.042939416969522
2018-09-26,-0.1520929609256496
2018-09-27,0.1315645915786996
2018-09-28,-0.0190227231986242
2018-09-29,8.200889270750536e-05
2018-09-30,8.200889270750536e-05
2018-10-01,-0.06816027890777143
2018-10-02,0.10350985618402521
2018-10-03,-0.07060117843028291
2018-10-04,-0.22517318489564206
2018-10-05,-0.18298833760395244
2018-10-06,-0.029594242499851996
2018-10-07,-0.029594242499851996
2018-10-08,-0.1840794499507939
2018-10-09,0.0018600307107880928
2018-10-10,-0.0029458282954023633
2018-10-11,0.09290593722385658
2018-10-12,0.09206781075475151
2018-10-13,-0.02926902396567175
2018-10-14,-0.02926902396567175
2018-10-15,-0.1300694468398037
2018-10-16,0.15739434407410963
2018-10-17,-0.057553450456794386
2018-10-18,-0.1809556063094717
2018-10-19,0.13150941881935996
2018-10-20,-0.029083948091034886
2018-10-21,-0.09773142183828924
2018-10-22,0.008228598014897448
2018-10-23,-0.07264637672115322
2018-10-24,-0.09249811981648985
2018-10-25,-0.23968790080416147
2018-10-26,0.21298901226028769
2018-10-27,-0.03577445577604083
2018-10-28,-0.03577445577604083
2018-10-29,-0.1304504984616126
2018-10-30,0.14887626699163586
2018-10-31,0.2824795745404395
2018-11-01,0.00477195081218308
2018-11-02,-0.1727578493090222
2018-11-03,-0.015004745889147691
2018-11-04,-0.015004745889147691
2018-11-05,-0.09321740795239161
2018-11-06,-0.078325694470765
2018-11-07,0.00742302634339542
2018-11-08,-0.007254494718633833
2018-11-09,0.0027893717531163563
2018-11-10,-0.015382148396097901
2018-11-11,-0.015382148396097901
2018-11-12,0.025464693502196385
2018-11-13,-0.013628992756303552
2018-11-14,0.016810019016332046
2018-11-15,-0.0442252456704755
2018-11-16,0.14829086132302705
2018-11-17,-0.015201293788924005
2018-11-18,-0.015201293788924005
2018-11-19,0.22186533721649182
2018-11-20,-0.07005732041862835
2018-11-21,0.0435594091369216
2018-11-22,-0.030186952620255794
2018-11-23,-0.12126154087645613
2018-11-24,-0.014875862922617287
2018-11-25,-0.016274955052779098
2018-11-26,-0.3722645238125061
2018-11-27,-0.2477942085637414
2018-11-28,0.33371220562800097
2018-11-29,0.16213171814966496
2018-11-30,0.4306211957556326
2018-12-01,-0.0072458140351469
2018-12-02,-0.0072458140351469
2018-12-03,-0.031485196176317315
2018-12-04,0.011130190907729327
2018-12-05,-0.06609243055867263
2018-12-06,-0.010478113648479618
2018-12-07,-0.008049760224526784
2018-12-08,-0.0007788357803048436
2018-12-09,-0.12834061315944092
2018-12-10,0.05442062562557753
2018-12-11,0.011403733197081314
2018-12-12,0.03143162397046474
2018-12-13,0.021495264283175653
2018-12-14,-0.024096573583595623
2018-12-15,-0.0006313158400640668
2018-12-16,-0.05578873053546793
2018-12-17,0.09613192448696874
2018-12-18,0.06197860523879259
2018-12-19,6.00086418718199e-05
2018-12-20,0.002137177358130893
2018-12-21,0.0029080409162833623
2018-12-22,-8.49101567411204e-06
2018-12-23,0.008577858467898276
2018-12-24,-0.0060104819143913125
2018-12-25,-9.827884720238858e-05
2018-12-26,-0.0011499033781167429
2018-12-27,-0.006786824476060736
2018-12-28,0.019294170988979936
2018-12-29,1.4491869819206453e-06
2018-12-30,0.0892234111289085
2018-12-31,0.0
2019-01-01,0.0
2019-01-02,-0.00439746626304068
2019-01-03,0.002982514498153158
2019-01-04,0.05354932977488509
2019-01-05,5.344143028001353e-06
2019-01-06,0.004855993734843177
2019-01-07,-0.007723612112863534
2019-01-08,-0.00543539655514042
2019-01-09,-0.006596552819549209
2019-01-10,-0.007515292896341943
2019-01-11,0.003337877554925686
2019-01-12,-0.008221667320866542
2019-01-13,-0.001385091958699759
2019-01-14,-0.04837264437627351
2019-01-15,0.06475549522751574
2019-01-16,0.010119203933791614
2019-01-17,0.02974120755880907
2019-01-18,0.0031372924927526684
2019-01-19,-0.008028236048039731
2019-01-20,-0.008028236048039731
2019-01-21,0.0023960999176611333
2019-01-22,0.09576841079254872
2019-01-23,-0.058711516904368634
2019-01-24,0.05084406728925635
2019-01-25,0.021328064969109523
2019-01-26,-0.007610207197198736
2019-01-27,-0.009399530201969155
2019-01-28,-0.04453830224755636
2019-01-29,-0.03759599435871918
2019-01-30,0.28276418718489166
2019-01-31,0.004306377829138354
2019-02-01,8.503012304630057e-05
2019-02-02,-5.930167884337718e-07
2019-02-03,-9.915622921239381e-05
2019-02-04,-0.0029040353847441048
2019-02-05,0.0007658791901759269
2019-02-06,0.0009074814454548155
2019-02-07,0.001992001752323047
2019-02-08,0.001363247785242705
2019-02-09,9.055104902421897e-06
2019-02-10,0.09840574165809476
2019-02-11,-0.0002666487687650086
2019-02-12,-0.0005088351988604185
2019-02-13,-0.0008717729962546642
2019-02-14,0.000995438757597553
2019-02-15,-0.000471170745171105
2019-02-16,5.090496680141208e-06
2019-02-17,0.0021472109687131397
2019-02-18,0.0
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,0.0
2019-02-22,0.0
2019-02-23,0.0
2019-02-24,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-02,-0.008077542681964504
2019-03-03,0.10583795108737265
2019-03-04,-0.0721003274319095
2019-03-05,-0.02649133954847144
2019-03-06,0.027641493923088213
2019-03-07,0.051466296769012466
2019-03-08,0.020557642598875984
2019-03-09,-0.0035615862219955927
2019-03-10,0.0811427383189826
2019-03-11,0.01629779640080855
2019-03-12,0.04146488357133027
2019-03-13,0.037633293676369986
2019-03-14,-0.011523590522748213
2019-03-15,0.07775208014860299
2019-03-16,-0.0009614875917796698
2019-03-17,-0.0009614875917796698
2019-03-18,-0.01831633862340301
2019-03-19,0.03370014009187872
2019-03-20,0.01644143781943259
2019-03-21,0.12061861838876481
2019-03-22,-0.035238520238726256
2019-03-23,-0.0006249669346567763
2019-03-24,-0.0006249669346567763
2019-03-25,-0.017979817966280932
2019-03-26,0.05139151178062577
2019-03-27,-0.05259337127034968
2019-03-28,-0.07009244544074078
2019-03-29,-0.0262977325461904
2019-03-30,-0.000783987696143269
2019-03-31,0.019203518927758168
2019-04-01,-0.1427616770008717
2019-04-02,0.046159214953228805
2019-04-03,0.20797587541701953
2019-04-04,0.0
2019-04-05,0.0
2019-04-06,0.0
2019-04-07,0.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,0.0
2019-04-13,-0.008946119529268754
2019-04-14,0.08598753996251585
2019-04-15,-0.08000831417287382
2019-04-16,-0.021774712354695615
2019-04-17,0.011054793523601742
2019-04-18,0.10063301220248183
2019-04-19,0.0004155354762326674
2019-04-20,0.0004155354762326674
2019-04-21,0.0008543433868594991
2019-04-22,0.001408476569673402
2019-04-23,0.025069865259500727
2019-04-24,0.0
2019-04-25,-0.008946119529268754
2019-04-26,0.07295738893364435
2019-04-27,0.00032782623293596433
2019-04-28,-0.006426222347868207
2019-04-29,-0.018163796266255115
2019-04-30,0.025209725191736518
2019-05-01,-0.044078587597224994
2019-05-02,0.012618698424750871
2019-05-03,0.009375155533819393
2019-05-04,0.00015979325877960666
2019-05-05,0.00023574021664430353
2019-05-06,0.06293703570746889
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,0.0
2019-05-11,0.0
2019-05-12,0.0
2019-05-13,-0.00607869265415189
2019-05-14,0.09763008699499617
2019-05-15,0.05532783277668218
2019-05-16,0.0
2019-05-17,0.0
2019-05-18,0.0
2019-05-19,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-25,0.0
2019-05-26,0.0
2019-05-27,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,-0.00607869265415189
2019-06-01,-0.0001254874880047
2019-06-02,-0.000373764633216
2019-06-03,0.0228399012618827
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,-0.0010043597557119
2019-06-07,0.0015934598104381
2019-06-08,-1.1091159696929355e-05
2019-06-09,0.0003648685815899
2019-06-10,0.0166651788680987
2019-06-11,-0.0063693409532024
2019-06-12,0.0078389515938701
2019-06-13,0.0
2019-06-14,0.0
2019-06-15,0.0
2019-06-16,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,-0.0010043597557119
2019-06-21,-0.0126617192616218
2019-06-22,-0.0010043597557119
2019-06-23,-0.0152739941146899
2019-06-24,-0.0010043597557119
2019-06-25,0.0050231090153363
2019-06-26,-0.0125820664490201
2019-06-27,0.0004800471034058
2019-06-28,-0.0045747900254987
2019-06-29,-9.602071700985868e-05
2019-06-30,0.1313992322272162
2019-07-01,3.003829825057875
2019-07-02,0.0098039705005938
2019-07-03,-0.0076641100566191
2019-07-04,0.0164469801731933
2019-07-05,-0.0239854401550863
2019-07-06,-0.0001197075347925
2019-07-07,-0.0373799305152205
2019-07-08,0.6541670205004468
2019-07-09,-0.0018990689009368
2019-07-10,0.0773056835588571
2019-07-11,0.0
2019-07-12,0.0
2019-07-13,0.0
2019-07-14,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,0.0
2019-07-27,0.0
2019-07-28,0.0
2019-07-29,0.0
2019-07-30,-0.0054516481562381
2019-07-31,-0.0268378834610723
2019-08-01,0.0937349724004373
2019-08-02,0.0289500264126392
2019-08-03,-2.1764799709100994e-05
2019-08-04,0.1024272640148235
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,-0.0056255823370826
2019-08-10,-0.0002835734805411
2019-08-11,-0.378276020277759
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-24,0.0
2019-08-25,0.0
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-08-31,0.0
2019-09-01,0.029019581296518635
2019-09-02,0.05574069892398366
2019-09-03,-0.2837345743767736
2019-09-04,0.15950499458761302
2019-09-05,0.45643868950339944
2019-09-06,0.09990403533069507
2019-09-07,0.029645288077226398
2019-09-08,0.029645288077226398
2019-09-09,0.16182432691869328
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-14,0.0
2019-09-15,0.0
2019-09-16,0.0
2019-09-17,-0.00710589277627882
2019-09-18,-0.0355541371202007
2019-09-19,-2.4673238806121212e-05
2019-09-20,0.01778940517950322
2019-09-21,2.4673238806515784e-05
2019-09-22,2.4673238806515784e-05
2019-09-23,2.467323880691036e-05
2019-09-24,0.017838751657116663
2019-09-25,-0.026647097911045838
2019-09-26,0.0979774313007056
2019-09-27,0.010979591268903056
2019-09-28,0.0
2019-09-29,-9.57850057515907e-05
2019-09-30,-0.0043461027641968075
2019-10-01,-0.023086175564823137
2019-10-02,0.00019400147533562916
2019-10-03,0.023538845673936295
2019-10-04,0.168393280590471
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,-0.0186241416321258
2019-10-08,0.3316131885053521
2019-10-09,0.0
2019-10-10,-0.022699479106695463
2019-10-11,-0.0450947230384206
2019-10-12,-0.0016501242779432658
2019-10-13,-0.0016501242779432658
2019-10-14,-0.07042549671665072
2019-10-15,0.13356346691210783
2019-10-16,0.3253018479503802
2019-10-17,0.004369275578156785
2019-10-18,0.05584621563828447
2019-10-19,0.0
2019-10-20,0.0
2019-10-21,-0.0186241416321258
2019-10-22,-0.37009014778005644
2019-10-23,-0.0186241416321258
2019-10-24,-0.020564156385472217
2019-10-25,-0.0186241416321258
2019-10-26,-0.020628823543917124
2019-10-27,-0.0186241416321258
2019-10-28,0.06802985068401515
2019-10-29,-0.20719357565739982
2019-10-30,-0.0186241416321258
2019-10-31,0.09118069340728371
2019-11-01,0.007942402737737239
2019-11-02,-0.0006958600585932828
2019-11-03,-0.0006958600585932828
2019-11-04,-0.018020376000123302
2019-11-05,0.016580665534068003
2019-11-06,-0.03534489194165294
2019-11-07,-0.05967599881798497
2019-11-08,-0.006910610237064576
2019-11-09,-0.0005998793608562972
2019-11-10,-0.0005998793608562972
2019-11-11,-0.0005998793608562972
2019-11-12,-0.0005998793608564698
2019-11-13,-0.01792439530238611
2019-11-14,0.051325678114865235
2019-11-15,0.008158359307645524
2019-11-16,-0.00047990348868503087
2019-11-17,-0.00047990348868503087
2019-11-18,-0.035128935371745065
2019-11-19,-0.009238142157186853
2019-11-20,-0.03524891124391633
2019-11-21,0.016628655882936702
2019-11-22,-0.009310127680490006
2019-11-23,-0.0006718648841590363
2019-11-24,-0.0006718648841590363
2019-11-25,0.05130168294043119
2019-11-26,-0.0005278938375535236
2019-11-27,-0.0005278938375535236
2019-11-28,0.09650859157456197
2019-11-29,0.0
2019-11-30,0.0
2019-12-01,0.0
2019-12-02,-0.0193671778622753
2019-12-03,0.1925285771517161
2019-12-04,0.2222518153986803
2019-12-05,0.0
2019-12-06,0.0
2019-12-07,0.0
2019-12-08,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-14,0.0
2019-12-15,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,-0.0193671778622753
2019-12-19,0.3152546174248155
2019-12-20,0.0005379771628409
2019-12-21,0.0005379771628409
2019-12-22,0.0005379771628409
2019-12-23,0.0490904161092395
2019-12-24,0.0006724714535512
2019-12-25,-0.2420897232784415
2019-12-26,0.0
2019-12-27,-0.7476537620582525
2019-12-28,-0.0193671778622753
2019-12-29,-0.0213845922229289
2019-12-30,-0.0193671778622753
2019-12-31,-0.0246124551999743
2020-01-01,0.016094958855671547
2020-01-02,0.23438556653693735
2020-01-03,0.023120804692047886
2020-01-04,0.019175255921844464
2020-01-05,0.019175255921844464
2020-01-06,-0.168811482349347
2020-01-07,-0.04683984141771623
2020-01-08,0.2156848135659499
2020-01-09,0.09366034036974373
2020-01-10,0.088245732877569
2020-01-11,0.01915940163392988
2020-01-12,-0.024623303107960577
2020-01-13,-0.08697347023336723
2020-01-14,0.14909188531992434
2020-01-15,-0.04378270474189046
2020-01-16,-0.07494399368400742
2020-01-17,0.19186810399786208
2020-01-18,0.018429526359536118
2020-01-19,0.018429526359536118
2020-01-20,0.018429526359536118
2020-01-21,0.02867879886580574
2020-01-22,0.023594405103030444
2020-01-23,-0.01858896888869023
2020-01-24,0.09746341337265488
2020-01-25,0.018588580582194324
2020-01-26,0.018588580582194324
2020-01-27,-0.004809179495113645
2020-01-28,-0.26907555679324685
2020-01-29,-0.4111869767886768
2020-01-30,0.07288081636929543
2020-01-31,-0.7652303469284039
2020-02-01,-0.02974080658467793
2020-02-02,0.008894537618776928
2020-02-03,0.5880587910045492
2020-02-04,0.07604273686918214
2020-02-05,-0.0073296417049503486
2020-02-06,-0.0717149785456159
2020-02-07,0.0022875581628958985
2020-02-08,0.01037996045013588
2020-02-09,0.01037996045013588
2020-02-10,0.06026527242323838
2020-02-11,-0.03149145849389465
2020-02-12,-0.05786249101228069
2020-02-13,-0.006600593977076196
2020-02-14,-0.13556942699777869
2020-02-15,0.009762405418833966
2020-02-16,0.009762405418833966
2020-02-17,0.009762405418833966
2020-02-18,0.09874119976322518
2020-02-19,-0.008373234448904325
2020-02-20,-0.00934162109891991
2020-02-21,-0.01955477131820213
2020-02-22,-0.02974080658467793
2020-02-23,0.011082577145932188
2020-02-24,-0.055255564164390446
2020-02-25,0.07432727603764658
2020-02-26,0.0278632180936033
2020-02-27,-0.056656491267343234
2020-02-28,-0.23367282049608815
2020-02-29,0.010255694630585848
2020-03-01,0.006186722112572727
2020-03-02,-0.20524808950122111
2020-03-03,-0.1567748215447082
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-07,0.0
2020-03-08,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-14,-0.017941067121327182
2020-03-15,-0.016670104255356186
2020-03-16,-0.017941067121327182
2020-03-17,-0.008648022750852358
2020-03-18,-0.06719387252282508
2020-03-19,-0.052988239782428344
2020-03-20,0.3241635133822784
2020-03-21,-0.0037121428519920775
2020-03-22,0.18839671803512884
2020-03-23,-0.17695035668335485
2020-03-24,-0.4039250723315534
2020-03-25,-0.1312908469293399
2020-03-26,1.5484464708483305
2020-03-27,1.0550781051762503
2020-03-28,-0.040538090846919436
2020-03-29,-0.02975583372209697
2020-03-30,0.3271200884641301
2020-03-31,0.11532520447640662
2020-04-01,0.36681614145583874
2020-04-02,0.1630428503896501
2020-04-03,-0.003153889793101654
2020-04-04,-0.0026018575201738987
2020-04-05,-0.0028969588773157936
2020-04-06,-0.05746297845232026
2020-04-07,0.03791213137318143
2020-04-08,0.05012191980961451
2020-04-09,0.00933781132825434
2020-04-10,-0.007590449674988291
2020-04-11,-0.00046886130051397237
2020-04-12,0.00018538227649287948
2020-04-13,0.002796328783029752
2020-04-14,-0.018751377350482074
2020-04-15,0.009627678172057952
2020-04-16,-0.018751888511389016
2020-04-17,-0.004323975691318661
2020-04-18,-0.0032283547063831895
2020-04-19,-0.002209864835439676
2020-04-20,0.08583002180153333
2020-04-21,0.0016645624037366063
2020-04-22,0.07343136640189493
2020-04-23,0.04219073341608681
2020-04-24,0.005575734710403725
2020-04-25,-0.000734814041493756
2020-04-26,-0.000734814041493756
2020-04-27,0.08242042069142148
2020-04-28,0.018094202281808133
2020-04-29,0.00905835726763956
2020-04-30,0.005858601075003355
2020-05-01,0.04386656365091461
2020-05-02,-0.0005555299890354407
2020-05-03,-0.006334442223568459
2020-05-04,-0.01701287316641463
2020-05-05,-0.04096890741304026
2020-05-06,0.1213142705200317
2020-05-07,-0.035188975773912695
2020-05-08,-0.019010361148469913
2020-05-09,-0.002121493504658608
2020-05-10,-0.014489045569595394
2020-05-11,-0.014430895208747008
2020-05-12,0.12263184846701032
2020-05-13,-0.01698903265972849
2020-05-14,-0.008497714536309084
2020-05-15,0.00027485615876006106
2020-05-16,-0.0015877239772392584
2020-05-17,-0.0015877239772392584
2020-05-18,-0.043100190970604274
2020-05-19,0.002432498257281779
2020-05-20,-0.047785502737266006
2020-05-21,-0.07071356895327346
2020-05-22,-0.14130374172702384
2020-05-23,-0.014492783360419311
2020-05-24,-0.01735168492283915
2020-05-25,-0.015222178975241148
2020-05-26,-0.2487889961616117
2020-05-27,-0.017025178817898078
2020-05-28,0.04490219653593297
2020-05-29,0.018303162998298098
2020-05-30,-0.0020197145189943307
2020-05-31,-0.00235771514980269
2020-06-01,0.1876270307338753
2020-06-02,-0.02012242119291936
2020-06-03,-0.0794960288927189
2020-06-04,-0.028616236840070655
2020-06-05,-0.035454138903929455
2020-06-06,-0.0016351303128775987
2020-06-07,-0.003418265626586519
2020-06-08,0.018891123404768544
2020-06-09,0.01612368520482415
2020-06-10,0.02794040632890337
2020-06-11,0.025711245326316516
2020-06-12,8.026406299400804e-05
2020-06-13,-0.0013614073289561898
2020-06-14,-0.0013614073289561898
2020-06-15,-0.0009712194761133898
2020-06-16,-0.008256160253357079
2020-06-17,-0.0005379523706773437
2020-06-18,0.12444005327700546
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,0.0
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,-0.007181249864178331
2020-07-09,-0.025455413959463845
2020-07-10,0.002149656781190039
2020-07-11,-0.0017255649033935982
2020-07-12,-0.0017255649033935982
2020-07-13,0.0024636931019574805
2020-07-14,0.07033665837047812
2020-07-15,-0.010428001901434105
2020-07-16,0.035253316505196225
2020-07-17,0.023976108809268298
2020-07-18,-0.0013667508107324438
2020-07-19,-0.0013667508107324438
2020-07-20,0.04121556448285715
2020-07-21,0.009673542707009972
2020-07-22,-0.07089689238106556
2020-07-23,-0.020708023995649506
2020-07-24,-0.016645993386934066
2020-07-25,-0.001507058732014052
2020-07-26,-0.001507058732014052
2020-07-27,0.1012759374330904
2020-07-28,0.08737423339581075
2020-07-29,0.0
2020-07-30,0.0
